Taxa	Mother	Y_Northing	X_Easting	Field_test	Tolerance	Flush_1st	Flush_2nd	Altitude	AnnMeanT	AnnPrec	PrecWettestM	MaxTWarmestM	TAnnRange	flushClass
224	27844	171-2	48.330903	14.589593	R2	3	1	3	361	8.29583358764648	740	103	23.7000007629395	28.9000005722046	green
225	19640	172-1	48.144916	14.258264	R2	1	1	3	305	8.88333320617676	841	112	23.8999996185303	27.9999995231629	green
226	19299	172-1	48.144916	14.258264	R2	6	1	3	305	8.88333320617676	841	112	23.8999996185303	27.9999995231629	yellow
227	2324	173-1	48.205375	14.6137388888889	R1	6	3	6	237	8.95416641235352	693	99	24.2999992370605	28.8999991416931	yellow
228	15252	173-1	48.205375	14.6137388888889	R2	2	1	4	237	8.95416641235352	693	99	24.2999992370605	28.8999991416931	green
229	19319	174-1	48.200425	14.6121805555556	R2	1	1	3	237	8.95416641235352	693	99	24.2999992370605	28.8999991416931	green
230	26503	174-1	48.200425	14.6121805555556	R2	6	1	4	237	8.95416641235352	693	99	24.2999992370605	28.8999991416931	yellow
231	12997	174-2	48.1997777777778	14.6129111111111	R2	3	2	4	237	8.94583320617676	695	99	24.2999992370605	28.8999991416931	green
232	20210	174-2	48.1997777777778	14.6129111111111	R2	1	1	4	237	8.94583320617676	695	99	24.2999992370605	28.8999991416931	green
233	16735	177-1	48.1865111111111	14.7331722222222	R2	6	1	3	232	8.96249961853027	680	97	24.3999996185303	29.0999994277954	yellow
234	27214	177-1	48.1865111111111	14.7331722222222	R2	1	1	3	232	8.96249961853027	680	97	24.3999996185303	29.0999994277954	green
235	7588	177-2	48.1865111111111	14.7331722222222	R2	1	1	4	232	8.96249961853027	680	97	24.3999996185303	29.0999994277954	green
236	26497	177-2	48.1865111111111	14.7331722222222	R2	6	1	1	232	8.96249961853027	680	97	24.3999996185303	29.0999994277954	yellow
237	1621	177-3	48.1877611111111	14.7329444444444	R1	5	2	6	232	8.96249961853027	680	97	24.3999996185303	29.0999994277954	green
238	27633	177-3	48.1877611111111	14.7329444444444	R2	3	1	1	232	8.96249961853027	680	97	24.3999996185303	29.0999994277954	yellow
239	13595	177-4	48.1880472222222	14.7316305555556	R2	6	1	1	232	8.96249961853027	680	97	24.3999996185303	29.0999994277954	orange
240	12281	177-4	48.1880472222222	14.7316305555556	R2	2	2	4	232	8.96249961853027	680	97	24.3999996185303	29.0999994277954	green
241	20441	179-1	47.823472	13.556333	R2	6	2	4	612	7.77916669845581	1509	194	21.7000007629395	26.3000006675721	yellow
242	16646	179-1	47.823472	13.556333	R2	1	2	4	612	7.77916669845581	1509	194	21.7000007629395	26.3000006675721	green
243	5519	181-1	47.866972	13.328528	R1	5	3	6	542	8.00416660308838	1312	172	22.2999992370605	26.9999990463256	yellow
244	14799	181-1	47.866972	13.328528	R2	1	1	4	542	8.00416660308838	1312	172	22.2999992370605	26.9999990463256	green
245	14134	182-1	48.2147388888889	14.741675	R2	5	1	2	232	8.8125	682	97	24.2999992370605	29.1999993324279	yellow
246	16374	182-1	48.2147388888889	14.741675	R2	1	1	4	232	8.8125	682	97	24.2999992370605	29.1999993324279	green
247	2876	182-2	48.2144055555556	14.7421638888889	R1	1	3	6	232	8.8125	682	97	24.2999992370605	29.1999993324279	green
248	5079	182-2	48.2144055555556	14.7421638888889	R1	4	3	6	232	8.8125	682	97	24.2999992370605	29.1999993324279	yellow
249	3065	182-3	48.2144055555556	14.7421638888889	R1	4	2	6	232	8.8125	682	97	24.2999992370605	29.1999993324279	yellow
250	29611	182-3	48.2144055555556	14.7421638888889	R2	1	1	3	232	8.8125	682	97	24.2999992370605	29.1999993324279	green
251	18202	183-1	48.2451138888889	14.4923888888889	R2	6	1	3	243	8.94583320617676	717	100	24.2999992370605	28.7999992370605	yellow
252	23590	183-1	48.2451138888889	14.4923888888889	R2	1	1	2	243	8.94583320617676	717	100	24.2999992370605	28.7999992370605	green
253	1594	184-1	48.040872	13.811336	R1	6	3	6	403	8.56666660308838	1138	143	23.3999996185303	27.5999994277954	green
254	21601	184-1	48.040872	13.811336	R2	3	1	3	403	8.56666660308838	1138	143	23.3999996185303	27.5999994277954	green
255	19254	184-2	48.040787	13.811529	R2	1	1	4	403	8.56666660308838	1138	143	23.3999996185303	27.5999994277954	green
256	25484	184-2	48.040787	13.811529	R2	6	2	3	403	8.56666660308838	1138	143	23.3999996185303	27.5999994277954	yellow
257	3588	186-1	48.047767	13.814731	R1	6	2	6	400	8.59583282470703	1129	142	23.3999996185303	27.5999994277954	green
258	6071	186-1	48.047767	13.814731	R1	1	2	6	400	8.59583282470703	1129	142	23.3999996185303	27.5999994277954	green
259	18868	186-2	48.047767	13.814731	R2	1	1	4	400	8.59583282470703	1129	142	23.3999996185303	27.5999994277954	green
260	26530	186-2	48.047767	13.814731	R2	6	1	1	400	8.59583282470703	1129	142	23.3999996185303	27.5999994277954	orange
261	13199	187-1	48.047131	13.813972	R2	1	1	3	401	8.59583282470703	1129	142	23.3999996185303	27.5999994277954	green
262	249	187-1	48.047131	13.813972	R1	6	4	6	401	8.59583282470703	1129	142	23.3999996185303	27.5999994277954	green
263	775	187-2	48.048007	13.81477	R1	1	1	5	401	8.59583282470703	1129	142	23.3999996185303	27.5999994277954	green
264	17605	187-2	48.048007	13.81477	R2	6	1	1	401	8.59583282470703	1129	142	23.3999996185303	27.5999994277954	orange
265	28040	188-1	48.041517	13.590036	R2	2	2	3	497	8.10416698455811	1219	153	22.7000007629395	27.4000005722046	green
266	29405	188-1	48.041517	13.590036	R2	6	2	4	497	8.10416698455811	1219	153	22.7000007629395	27.4000005722046	yellow
267	2713	190-1	48.208907	14.813268	R1	1	4	6	357	8.37916660308838	715	101	23.7999992370605	28.8999991416931	green
268	3865	190-1	48.208907	14.813268	R1	5	3	6	357	8.37916660308838	715	101	23.7999992370605	28.8999991416931	yellow
269	16202	190-2	48.2140555555556	14.8217777777778	R2	1	2	3	357	8.30000019073486	724	102	23.7000007629395	28.9000005722046	green
270	19184	190-2	48.2140555555556	14.8217777777778	R2	3	1	4	357	8.30000019073486	724	102	23.7000007629395	28.9000005722046	yellow
271	11325	192-1	48.2839805555556	14.8548416666667	R2	6	1	1	597	7.14166641235352	823	116	22.2999992370605	28.3999991416931	orange
272	2033	194-2	48.341981	14.030454	R1	1	2	6	264	9.01666641235352	851	109	23.8999996185303	27.599999666214	green
273	18823	195-1	48.340476	14.0274	R2	1	1	4	264	9.03333282470703	851	108	23.8999996185303	27.599999666214	green
274	26475	195-1	48.340476	14.0274	R2	6	1	4	264	9.03333282470703	851	108	23.8999996185303	27.599999666214	yellow
275	3298	195-2	48.340476	14.0274	R1	1	3	6	264	9.03333282470703	851	108	23.8999996185303	27.599999666214	green
276	6204	195-2	48.340476	14.0274	R1	6	3	6	264	9.03333282470703	851	108	23.8999996185303	27.599999666214	green
277	14279	195-3	48.340476	14.0274	R2	1	1	2	264	9.03333282470703	851	108	23.8999996185303	27.599999666214	green
278	27435	195-3	48.340476	14.0274	R2	6	1	1	264	9.03333282470703	851	108	23.8999996185303	27.599999666214	orange
279	16016	196-1	48.31879	14.349469	R2	6	1	1	392	8.54583358764648	787	107	23.5	28	orange
280	26112	196-1	48.31879	14.349469	R2	1	1	4	392	8.54583358764648	787	107	23.5	28	green
281	444	198-1	48.36063	14.445729	R1	4	2	6	360	8.32499980926514	770	106	23.7000007629395	28.8000006675721	yellow
282	14774	198-1	48.36063	14.445729	R2	1	2	4	360	8.32499980926514	770	106	23.7000007629395	28.8000006675721	green
283	833	199-1	48.382571	14.629187	R1	1	2	6	477	7.35833311080933	821	114	22.5	28.5	green
284	12433	199-1	48.382571	14.629187	R2	6	1	3	477	7.35833311080933	821	114	22.5	28.5	yellow
285	21198	200-1	48.184888	13.962253	R2	1	1	2	363	8.80416679382324	969	124	23.6000003814697	27.400000333786	green
286	18274	200-1	48.184888	13.962253	R2	6	1	1	363	8.80416679382324	969	124	23.6000003814697	27.400000333786	orange
287	8782	200-2	48.184888	13.962253	R2	2	1	4	363	8.80416679382324	969	124	23.6000003814697	27.400000333786	green
288	13793	200-2	48.184888	13.962253	R2	6	1	4	363	8.80416679382324	969	124	23.6000003814697	27.400000333786	yellow
289	6031	201-1	48.572751	14.420737	R1	6	3	6	720	6.63749980926514	930	122	21.7000007629395	28.1000008583069	yellow
290	24399	201-1	48.572751	14.420737	R2	2	2	3	720	6.63749980926514	930	122	21.7000007629395	28.1000008583069	green
291	3809	203-1	48.521131	14.486638	R1	1	1	5	645	6.96250009536743	879	118	22.2000007629395	28.6000008583069	green
292	1474	203-1	48.521131	14.486638	R1	5	1	6	645	6.96250009536743	879	118	22.2000007629395	28.6000008583069	yellow
293	3031	205-1	48.513561	14.519351	R1	4	2	6	669	6.88749980926514	888	120	22.1000003814697	28.5000004768371	yellow
294	4593	205-1	48.513561	14.519351	R1	1	4	6	669	6.88749980926514	888	120	22.1000003814697	28.5000004768371	green
295	616	205-2	48.513561	14.519351	R1	6	1	5	669	6.88749980926514	888	120	22.1000003814697	28.5000004768371	yellow
296	29365	205-2	48.513561	14.519351	R2	2	1	4	669	6.88749980926514	888	120	22.1000003814697	28.5000004768371	green
297	16365	206-1	48.414565	14.493557	R2	6	1	3	609	7.18333339691162	884	119	22.2999992370605	28.2999992370605	yellow
298	23526	206-1	48.414565	14.493557	R2	3	2	3	609	7.18333339691162	884	119	22.2999992370605	28.2999992370605	green
299	29357	206-2	48.414565	14.493557	R2	6	1	3	609	7.18333339691162	884	119	22.2999992370605	28.2999992370605	yellow
300	16627	206-2	48.414565	14.493557	R2	1	2	3	609	7.18333339691162	884	119	22.2999992370605	28.2999992370605	green
301	16944	209-1	48.261425	14.0278	R2	3	2	4	330	8.87916660308838	893	114	23.7000007629395	27.6000008583069	green
302	29533	209-1	48.261425	14.0278	R2	3	1	3	330	8.87916660308838	893	114	23.7000007629395	27.6000008583069	yellow
303	15621	209-2	48.2614777777778	14.0283972222222	R2	6	1	1	330	8.87916660308838	893	114	23.7000007629395	27.6000008583069	orange
304	17510	209-2	48.2614777777778	14.0283972222222	R2	1	1	3	330	8.87916660308838	893	114	23.7000007629395	27.6000008583069	green
305	18353	212-1	48.286426	14.166328	R2	6	1	1	316	8.80833339691162	829	109	23.5	27.5	orange
306	25365	212-1	48.286426	14.166328	R2	4	2	4	316	8.80833339691162	829	109	23.5	27.5	green
307	6918	213-1	48.1728138888889	14.6550805555556	R2	1	2	4	233	8.94583320617676	688	99	24.2000007629395	28.8000006675721	green
308	23765	213-1	48.1728138888889	14.6550805555556	R2	6	3	3	233	8.94583320617676	688	99	24.2000007629395	28.8000006675721	yellow
309	8955	213-2	48.1726166666667	14.6555916666667	R2	6	1	4	233	8.94583320617676	688	99	24.2000007629395	28.8000006675721	yellow
310	28633	213-2	48.1726166666667	14.6555916666667	R2	4	1	4	233	8.94583320617676	688	99	24.2000007629395	28.8000006675721	green
311	393	214-1	47.885861	13.775358	R1	1	3	6	423	8.61666679382324	1285	165	22.8999996185303	26.6999995708466	green
312	15825	214-1	47.885861	13.775358	R2	6	1	1	423	8.61666679382324	1285	165	22.8999996185303	26.6999995708466	orange
313	14238	214-2	47.885861	13.775358	R2	6	4	3	423	8.61666679382324	1285	165	22.8999996185303	26.6999995708466	yellow
314	24413	214-2	47.885861	13.775358	R2	1	2	3	423	8.61666679382324	1285	165	22.8999996185303	26.6999995708466	green
315	12386	218-1	48.014042	13.337269	R2	2	2	4	600	7.66249990463257	1229	159	21.8999996185303	26.6999998092652	green
316	25614	218-1	48.014042	13.337269	R2	6	1	1	600	7.66249990463257	1229	159	21.8999996185303	26.6999998092652	orange
317	16151	218-2	48.014042	13.337269	R2	6	1	1	600	7.66249990463257	1229	159	21.8999996185303	26.6999998092652	orange
318	16825	218-2	48.014042	13.337269	R2	1	1	4	600	7.66249990463257	1229	159	21.8999996185303	26.6999998092652	green
319	14785	218-3	48.014042	13.337269	R2	1	1	4	600	7.66249990463257	1229	159	21.8999996185303	26.6999998092652	green
320	17184	218-3	48.014042	13.337269	R2	6	1	1	600	7.66249990463257	1229	159	21.8999996185303	26.6999998092652	orange
321	12475	219-1	48.235596	14.218098	R2	6	1	4	280	9.03750038146973	815	109	24.2999992370605	28.3999991416931	yellow
322	27643	219-1	48.235596	14.218098	R2	2	2	3	280	9.03750038146973	815	109	24.2999992370605	28.3999991416931	green
323	7019	220-1	48.236258	14.216352	R2	4	1	4	280	9	822	110	24.2000007629395	28.3000006675721	yellow
324	16409	220-1	48.236258	14.216352	R2	1	1	3	280	9	822	110	24.2000007629395	28.3000006675721	green
325	22759	221-1	48.253513	14.192312	R2	1	2	3	294	8.89999961853027	824	109	23.8999996185303	27.9999995231629	green
326	28052	221-1	48.253513	14.192312	R2	4	2	4	294	8.89999961853027	824	109	23.8999996185303	27.9999995231629	yellow
327	1814	221-2	48.253513	14.192312	R1	4	3	6	294	8.89999961853027	824	109	23.8999996185303	27.9999995231629	green
328	29163	221-2	48.253513	14.192312	R2	1	2	3	294	8.89999961853027	824	109	23.8999996185303	27.9999995231629	green
329	22578	221-3	48.253513	14.192312	R2	2	2	4	294	8.89999961853027	824	109	23.8999996185303	27.9999995231629	green
330	29536	221-3	48.253513	14.192312	R2	4	1	3	294	8.89999961853027	824	109	23.8999996185303	27.9999995231629	yellow
331	1072	223-1	48.119743	14.467418	R1	1	3	6	287	8.92500019073486	749	104	24.2999992370605	28.7999992370605	green
332	20854	223-1	48.119743	14.467418	R2	6	2	4	287	8.92500019073486	749	104	24.2999992370605	28.7999992370605	yellow
333	29607	223-2	48.119743	14.467418	R2	6	1	1	287	8.92500019073486	749	104	24.2999992370605	28.7999992370605	orange
334	13951	223-2	48.119743	14.467418	R2	1	2	4	287	8.92500019073486	749	104	24.2999992370605	28.7999992370605	green
335	3762	225-1	48.396016	14.475147	R1	1	2	6	506	7.52916669845581	852	116	22.7000007629395	28.4000005722046	green
336	29632	225-1	48.396016	14.475147	R2	6	1	2	506	7.52916669845581	852	116	22.7000007629395	28.4000005722046	yellow
337	859	226-1	48.469247	14.425334	R1	6	2	6	558	7.05416679382324	898	120	22	28	green
338	19544	226-1	48.469247	14.425334	R2	1	2	4	558	7.05416679382324	898	120	22	28	green
339	4489	227-1	48.317996	14.351175	R1	1	3	6	440	8.19583320617676	830	112	23.1000003814697	27.9000005722046	green
340	8109	227-1	48.317996	14.351175	R2	6	2	3	440	8.19583320617676	830	112	23.1000003814697	27.9000005722046	yellow
341	27250	230-1	48.458919	14.79297	R2	4	1	3	672	6.15416669845581	903	123	20.8999996185303	27.4999995231629	green
342	28153	230-1	48.458919	14.79297	R2	6	1	3	672	6.15416669845581	903	123	20.8999996185303	27.4999995231629	yellow
343	12468	230-2	48.458919	14.79297	R2	3	2	5	672	6.15416669845581	903	123	20.8999996185303	27.4999995231629	green
344	27463	230-2	48.458919	14.79297	R2	6	1	1	672	6.15416669845581	903	123	20.8999996185303	27.4999995231629	orange
345	14704	230-3	48.458919	14.79297	R2	1	1	4	672	6.15416669845581	903	123	20.8999996185303	27.4999995231629	green
346	17516	230-3	48.458919	14.79297	R2	6	1	1	672	6.15416669845581	903	123	20.8999996185303	27.4999995231629	orange
347	4497	231-1	48.439125	14.799277	R1	1	2	6	675	6.46666669845581	871	120	21.3999996185303	27.8999996185303	green
348	13374	233-1	48.406276	14.841464	R2	1	1	2	588	6.84166669845581	811	113	22	28.3000001907349	green
349	26470	233-1	48.406276	14.841464	R2	6	1	1	588	6.84166669845581	811	113	22	28.3000001907349	orange
350	4214	233-2	48.406276	14.841464	R1	1	2	6	588	6.84166669845581	811	113	22	28.3000001907349	green
351	25904	233-2	48.406276	14.841464	R2	4	1	3	588	6.84166669845581	811	113	22	28.3000001907349	yellow
352	19922	234-1	47.788898	13.630806	R2	4	1	2	744	6.94999980926514	1458	192	21	26.4000000953674	green
353	20463	234-1	47.788898	13.630806	R2	6	2	4	744	6.94999980926514	1458	192	21	26.4000000953674	yellow
354	21165	235-1	48.069466	13.814521	R2	3	1	4	361	8.72083377838135	1093	138	23.6000003814697	27.7000002861023	yellow
355	27381	235-1	48.069466	13.814521	R2	2	1	3	361	8.72083377838135	1093	138	23.6000003814697	27.7000002861023	green
356	3419	236-1	48.444652	14.077271	R1	6	2	6	576	7.48750019073486	986	123	22.2000007629395	27.5000009536744	yellow
357	1690	236-1	48.444652	14.077271	R1	1	3	6	576	7.48750019073486	986	123	22.2000007629395	27.5000009536744	green
358	7268	238-1	48.412412	14.634648	R2	6	1	3	505	7.50416660308838	794	110	22.7000007629395	28.5000009536744	yellow
359	18096	238-1	48.412412	14.634648	R2	2	1	3	505	7.50416660308838	794	110	22.7000007629395	28.5000009536744	green
360	9806	240-1	48.269901	14.16926	R2	6	1	1	324	8.68333339691162	853	112	23.5	27.5999999046326	orange
361	20237	240-1	48.269901	14.16926	R2	1	1	4	324	8.68333339691162	853	112	23.5	27.5999999046326	green
362	8375	242-1	48.26728	14.170923	R2	2	1	3	353	8.68333339691162	853	112	23.5	27.5999999046326	green
363	23010	242-1	48.26728	14.170923	R2	6	1	1	353	8.68333339691162	853	112	23.5	27.5999999046326	orange
364	13097	243-1	48.264459	14.15211	R2	1	1	4	319	8.71249961853027	861	113	23.6000003814697	27.7000002861023	green
365	7020	243-1	48.264459	14.15211	R2	3	2	2	319	8.71249961853027	861	113	23.6000003814697	27.7000002861023	yellow
366	24110	194-2	48.341981	14.030454	R2	3	2	3	264	9.01666641235352	851	109	23.8999996185303	27.599999666214	green
367	8047	244-1	48.244225	14.119116	R2	1	2	4	349	8.72916698455811	885	115	23.6000003814697	27.7000002861023	green
368	26679	244-1	48.244225	14.119116	R2	6	1	1	349	8.72916698455811	885	115	23.6000003814697	27.7000002861023	orange
369	12951	244-2	48.244225	14.119116	R2	6	1	3	349	8.72916698455811	885	115	23.6000003814697	27.7000002861023	green
370	27812	244-2	48.244225	14.119116	R2	1	1	4	349	8.72916698455811	885	115	23.6000003814697	27.7000002861023	green
371	17335	245-1	48.244098	14.117545	R2	6	1	1	346	8.72916698455811	885	115	23.6000003814697	27.7000002861023	orange
372	27555	245-1	48.244098	14.117545	R2	1	1	4	346	8.72916698455811	885	115	23.6000003814697	27.7000002861023	green
373	13968	246-1	48.216182	14.099354	R2	1	2	4	312	8.92916679382324	886	115	23.8999996185303	27.7999997138977	green
374	28173	246-1	48.216182	14.099354	R2	4	1	3	312	8.92916679382324	886	115	23.8999996185303	27.7999997138977	yellow
375	13129	247-1	48.465357	13.53911	R2	1	2	4	389	8.19166660308838	921	107	23.1000003814697	27.6000003814697	green
376	19158	247-1	48.465357	13.53911	R2	6	1	3	389	8.19166660308838	921	107	23.1000003814697	27.6000003814697	yellow
377	16048	250-1	48.477304	14.071971	R2	3	1	4	572	7.38749980926514	990	124	22.1000003814697	27.4000005722046	yellow
378	6451	250-1	48.477304	14.071971	R2	1	3	2	572	7.38749980926514	990	124	22.1000003814697	27.4000005722046	green
379	3819	251-1	48.07352	14.324756	R1	1	2	6	389	8.59583377838135	851	116	23.7000007629395	28.3000006675721	green
380	5115	251-1	48.07352	14.324756	R1	6	2	6	389	8.59583377838135	851	116	23.7000007629395	28.3000006675721	yellow
381	1294	253-1	48.2974694444444	14.5439361111111	R1	4	2	6	359	8.40833377838135	744	104	23.7999992370605	28.8999991416931	green
382	15425	253-1	48.2974694444444	14.5439361111111	R2	1	2	4	359	8.40833377838135	744	104	23.7999992370605	28.8999991416931	green
383	2113	260-2	47.713708	14.324919	R1	5	2	6	631	7.26666641235352	882	124	22.6000003814697	29.3000001907348	green
384	2847	260-2	47.713708	14.324919	R1	1	2	6	631	7.26666641235352	882	124	22.6000003814697	29.3000001907348	green
385	7008	261-1	47.694606	14.341614	R2	1	1	3	660	6.93333339691162	910	128	22.1000003814697	28.9000005722046	green
386	19709	261-1	47.694606	14.341614	R2	4	1	4	660	6.93333339691162	910	128	22.1000003814697	28.9000005722046	yellow
387	2146	271-1	48.437418	14.221647	R1	6	3	6	669	6.90833330154419	1001	130	21.5	27.1999998092651	green
388	27667	271-1	48.437418	14.221647	R2	3	1	4	669	6.90833330154419	1001	130	21.5	27.1999998092651	green
389	5522	272-1	48.393389	14.211974	R1	1	2	6	589	7.39166641235352	955	124	21.8999996185303	27.1999998092652	green
390	7441	272-1	48.393389	14.211974	R2	6	1	2	589	7.39166641235352	955	124	21.8999996185303	27.1999998092652	yellow
391	19719	276-1	48.23831	14.312066	R2	3	1	4	257	9.19583320617676	766	105	24.7000007629395	28.7000007629395	yellow
392	28846	276-1	48.23831	14.312066	R2	1	1	4	257	9.19583320617676	766	105	24.7000007629395	28.7000007629395	green
393	10061	276-2	48.23831	14.312066	R2	3	1	4	257	9.19583320617676	766	105	24.7000007629395	28.7000007629395	yellow
394	18753	276-2	48.23831	14.312066	R2	1	2	3	257	9.19583320617676	766	105	24.7000007629395	28.7000007629395	green
395	4331	277-1	48.2305	14.294917	R1	4	3	6	262	9.17916679382324	776	106	24.6000003814697	28.6000003814697	green
396	23476	277-1	48.2305	14.294917	R2	2	1	3	262	9.17916679382324	776	106	24.6000003814697	28.6000003814697	green
397	315	287-1	47.810163	13.131435	R1	1	4	6	822	6.99166679382324	1344	179	20.7999992370605	26.1999993324279	green
398	375	287-1	47.810163	13.131435	R1	4	2	6	822	6.99166679382324	1344	179	20.7999992370605	26.1999993324279	green
399	26961	287-2	47.810668	13.127874	R2	6	1	3	822	6.99166679382324	1344	179	20.7999992370605	26.1999993324279	green
400	24178	287-2	47.810668	13.127874	R2	3	2	3	822	6.99166679382324	1344	179	20.7999992370605	26.1999993324279	green
401	5188	288-1	47.825813	13.1994	R1	1	3	6	700	7.47916698455811	1320	176	21.6000003814697	26.8000001907348	green
402	19396	288-1	47.825813	13.1994	R2	6	1	4	700	7.47916698455811	1320	176	21.6000003814697	26.8000001907348	yellow
403	15383	288-2	47.825593	13.199736	R2	2	2	4	700	7.47916698455811	1320	176	21.6000003814697	26.8000001907348	green
404	27974	288-2	47.825593	13.199736	R2	6	1	1	700	7.47916698455811	1320	176	21.6000003814697	26.8000001907348	orange
405	9414	292-1	48.079455	13.883542	R2	2	1	4	365	8.73750019073486	1059	134	23.6000003814697	27.6000003814697	green
406	26062	292-1	48.079455	13.883542	R2	1	1	4	365	8.73750019073486	1059	134	23.6000003814697	27.6000003814697	green
407	19811	292-2	48.079455	13.883542	R2	6	1	2	365	8.73750019073486	1059	134	23.6000003814697	27.6000003814697	yellow
408	25894	292-2	48.079455	13.883542	R2	2	2	3	365	8.73750019073486	1059	134	23.6000003814697	27.6000003814697	green
409	6109	294-1	47.3224055555556	14.9098388888889	R1	1	3	6	878	6.47499990463257	1022	145	21.5	28.9000000953674	green
410	26911	294-1	47.3224055555556	14.9098388888889	R2	6	1	2	878	6.47499990463257	1022	145	21.5	28.9000000953674	yellow
411	24211	295-1	47.3263055555556	14.9072555555556	R2	4	2	3	904	6.09166669845581	1066	150	20.8999996185303	28.3999996185303	yellow
412	24461	295-1	47.3263055555556	14.9072555555556	R2	4	2	2	904	6.09166669845581	1066	150	20.8999996185303	28.3999996185303	green
413	18781	298-1	47.44557	15.91624	R2	6	1	4	560	8.05416679382324	903	119	23	28.3000001907349	yellow
414	23035	298-1	47.44557	15.91624	R2	1	1	3	560	8.05416679382324	903	119	23	28.3000001907349	green
415	4681	300-1	47.38882	15.84761	R1	6	3	6	752	7.36250019073486	969	130	22.1000003814697	28.0000004768371	yellow
416	18502	300-1	47.38882	15.84761	R2	1	2	5	752	7.36250019073486	969	130	22.1000003814697	28.0000004768371	green
417	27400	300-2	47.38882	15.84761	R2	6	1	3	752	7.36250019073486	969	130	22.1000003814697	28.0000004768371	yellow
418	25752	300-2	47.38882	15.84761	R2	2	1	4	752	7.36250019073486	969	130	22.1000003814697	28.0000004768371	yellow
419	17059	300-3	47.38882	15.84761	R2	6	1	1	752	7.36250019073486	969	130	22.1000003814697	28.0000004768371	yellow
420	24486	300-3	47.38882	15.84761	R2	1	2	4	752	7.36250019073486	969	130	22.1000003814697	28.0000004768371	green
421	3405	302-1	47.825239	13.0085	R1	5	2	6	421	9.17083358764648	1207	157	24.2000007629395	28.3000006675721	yellow
422	12340	302-1	47.825239	13.0085	R2	2	1	4	421	9.17083358764648	1207	157	24.2000007629395	28.3000006675721	green
423	13962	302-2	47.825239	13.0085	R2	4	1	6	421	9.17083358764648	1207	157	24.2000007629395	28.3000006675721	green
424	14917	302-2	47.825239	13.0085	R2	6	1	1	421	9.17083358764648	1207	157	24.2000007629395	28.3000006675721	orange
425	1400	311-1	47.843556	13.159028	R1	5	3	6	718	7.53333330154419	1312	173	21.7999992370605	26.9999990463256	green
426	8874	311-1	47.843556	13.159028	R2	2	1	4	718	7.53333330154419	1312	173	21.7999992370605	26.9999990463256	green
427	1215	312-1	47.842372	13.158728	R1	1	3	6	721	7.53333330154419	1312	173	21.7999992370605	26.9999990463256	green
428	26109	312-1	47.842372	13.158728	R2	6	1	1	721	7.53333330154419	1312	173	21.7999992370605	26.9999990463256	orange
429	2526	312-2	47.842372	13.158728	R1	1	4	6	721	7.53333330154419	1312	173	21.7999992370605	26.9999990463256	green
430	7380	312-2	47.842372	13.158728	R2	6	1	1	721	7.53333330154419	1312	173	21.7999992370605	26.9999990463256	orange
431	13936	313-1	47.840897	13.155908	R2	6	1	1	742	7.40416669845581	1324	175	21.6000003814697	26.9000005722046	green
432	9658	313-1	47.840897	13.155908	R2	2	1	4	742	7.40416669845581	1324	175	21.6000003814697	26.9000005722046	green
433	8207	313-2	47.840897	13.155908	R2	3	1	4	742	7.40416669845581	1324	175	21.6000003814697	26.9000005722046	yellow
434	15176	313-2	47.840897	13.155908	R2	1	1	3	742	7.40416669845581	1324	175	21.6000003814697	26.9000005722046	green
435	2638	315-1	46.58616	13.92213	R1	6	2	6	568	8.10833358764648	1220	139	24.7999992370605	31.6999993324279	green
436	24532	315-1	46.58616	13.92213	R2	2	1	4	568	8.10833358764648	1220	139	24.7999992370605	31.6999993324279	green
437	11744	316-1	47.56516	14.19426	R2	5	1	4	649	6.85833311080933	825	117	22.6000003814697	30.4000005722046	yellow
438	15820	316-1	47.56516	14.19426	R2	1	1	4	649	6.85833311080933	825	117	22.6000003814697	30.4000005722046	green
439	1210	316-2	47.56689	14.20598	R1	1	3	6	649	6.70416641235352	835	119	22.2999992370605	30.0999994277954	green
440	1990	316-2	47.56689	14.20598	R1	4	3	6	649	6.70416641235352	835	119	22.2999992370605	30.0999994277954	green
441	17393	316-3	47.56689	14.20598	R2	6	1	1	649	6.70416641235352	835	119	22.2999992370605	30.0999994277954	orange
442	25661	316-3	47.56689	14.20598	R2	2	1	3	649	6.70416641235352	835	119	22.2999992370605	30.0999994277954	green
443	1224	316-4	47.56743	14.20638	R1	1	3	6	649	6.70416641235352	835	119	22.2999992370605	30.0999994277954	green
444	17124	316-4	47.56743	14.20638	R2	6	1	1	649	6.70416641235352	835	119	22.2999992370605	30.0999994277954	orange
445	1665	318-1	47.71815	16.06466	R1	1	3	6	380	9.37916660308838	712	94	25.1000003814697	29.6000003814697	green
446	11869	318-1	47.71815	16.06466	R2	6	2	4	380	9.37916660308838	712	94	25.1000003814697	29.6000003814697	yellow
447	5977	324-10	48.33699	14.04711	R1	6	3	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	yellow
448	14983	324-10	48.33699	14.04711	R2	3	2	3	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
449	17392	324-15	48.33699	14.04711	R2	1	1	4	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
450	21056	324-15	48.33699	14.04711	R2	6	1	1	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	yellow
451	124	324-16	48.33699	14.04711	R1	5	1	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	yellow
